temperature,humidity,noise_level,timestamp
20.32135316702486,47.6999163539544,80.74348271648044,2025-01-03 18:05:32.642210
22.883223423474504,50.27865693190557,79.65862497671085,2025-01-03 18:05:37.642210
20.181866646246334,49.47713965804412,81.11580873216079,2025-01-03 18:05:42.642210
19.7697390076254,45.58025235541875,76.1244857934638,2025-01-03 18:05:47.642210
20.872297787266977,45.418495725235765,74.69831962885368,2025-01-03 18:05:52.642210
19.384599307372465,50.05565382894288,85.89683154718799,2025-01-03 18:05:57.642210
24.860910132003568,41.33006964744957,75.55402262655035,2025-01-03 18:06:02.642210
24.12667911284822,52.95964942115482,75.15326670443973,2025-01-03 18:06:07.642210
20.85790057583655,51.71994077591434,85.9260737166127,2025-01-03 18:06:12.642210
25.153955480399077,41.44068959834481,87.75166691813676,2025-01-03 18:06:17.642210
27.585562124559697,50.27134306928202,92.21806236103954,2025-01-03 18:06:22.642210
19.11107433515149,46.58890430343528,80.5255381754563,2025-01-03 18:06:27.642210
20.81166969180357,46.75784748437312,78.81993239559618,2025-01-03 18:06:32.642210
25.100048410770423,55.22509500442609,75.03235484403085,2025-01-03 18:06:37.642210
19.487190333788796,44.504886360681354,81.08154325220288,2025-01-03 18:06:42.642210
23.121151557545886,42.92067985888743,93.09464799139619,2025-01-03 18:06:47.642210
19.267415842252944,60.27809636472652,81.61000180870123,2025-01-03 18:06:52.642210
23.944572527105763,51.05921900812435,84.30040854347627,2025-01-03 18:06:57.642210
21.477727385921675,48.90890126963012,81.17394553145927,2025-01-03 18:07:02.642210
22.555466916106198,53.10205186359537,76.75100454580624,2025-01-03 18:07:07.642210
19.06457563727374,48.82125599019199,75.07588159057457,2025-01-03 18:07:12.642210
19.624745671151192,51.94338976431197,71.9327640370341,2025-01-03 18:07:17.642210
21.066049903407176,49.22709790804983,84.442272994687,2025-01-03 18:07:22.642210
23.93181502587312,46.333142159811246,77.4523187795155,2025-01-03 18:07:27.642210
23.503936371533484,48.29000260303488,82.29590204526568,2025-01-03 18:07:32.642210
23.95616550764002,43.04959827179391,80.16265498383015,2025-01-03 18:07:37.642210
19.6563739379855,63.74366119016484,79.22098813313008,2025-01-03 18:07:42.642210
23.508314610210817,51.20977152816345,84.76526515384266,2025-01-03 18:07:47.642210
19.954879906965335,54.26362221597665,87.66878788041745,2025-01-03 18:07:52.642210
20.97039138973445,54.15685200516608,78.56027711575368,2025-01-03 18:07:57.642210
17.1861220385266,49.227808542472715,82.25165922535128,2025-01-03 18:08:02.642210
20.4443519957797,58.304356808951425,77.7693395131495,2025-01-03 18:08:07.642210
25.111023183071975,46.31511088958591,85.04491788091806,2025-01-03 18:08:12.642210
22.195652029331928,52.71067010523174,91.10558673642043,2025-01-03 18:08:17.642210
24.284105990193254,47.394176234659575,82.18989941714673,2025-01-03 18:08:22.642210
25.180089614485464,49.61089258908146,71.40183824942719,2025-01-03 18:08:27.642210
17.401179768907227,54.47000362125871,81.38081121697853,2025-01-03 18:08:32.642210
22.941340080679264,45.52646701099783,81.27168645976668,2025-01-03 18:08:37.642210
19.320465393625916,48.6158312714035,82.55466934643177,2025-01-03 18:08:42.642210
25.345129410037476,48.74180819194408,73.34799562728274,2025-01-03 18:08:47.642210
19.61494681266128,57.24066107595947,82.5057380594171,2025-01-03 18:08:52.642210
21.901179438216925,48.548408172421404,81.80361338170091,2025-01-03 18:08:57.642210
21.933647542963794,54.324356134363626,79.16818933796459,2025-01-03 18:09:02.642210
19.233911863476287,46.91169937841884,79.77608059447624,2025-01-03 18:09:07.642210
20.132665722385727,55.15217635942941,85.37514385502945,2025-01-03 18:09:12.642210
20.36766186937491,55.59177245759325,78.56518344382536,2025-01-03 18:09:17.642210
21.2923361183394,41.90002288177016,81.07330624227802,2025-01-03 18:09:22.642210
23.187653396638062,48.54652377311033,73.38344781034093,2025-01-03 18:09:27.642210
19.611804931079913,49.47787688031882,72.16680511444815,2025-01-03 18:09:32.642210
20.926336967063534,48.23407297607373,83.3322755578979,2025-01-03 18:09:37.642210
23.220671867575025,31.119077435681795,83.91794494145472,2025-01-03 18:09:42.642210
24.194641018321608,46.315914857092444,77.91465557585697,2025-01-03 18:09:47.642210
26.157954199002273,56.09206898440676,77.34693235564562,2025-01-03 18:09:52.642210
16.64769752823343,38.77719967078755,98.7990330919555,2025-01-03 18:09:57.642210
20.163812260967347,52.889437148677956,87.75714768248696,2025-01-03 18:10:02.642210
21.127126591235562,47.89576110264346,81.90734638848089,2025-01-03 18:10:07.642210
24.01839901651121,46.752856083748796,75.04210673650238,2025-01-03 18:10:12.642210
21.249055569700186,53.18629990002328,73.03531663310093,2025-01-03 18:10:17.642210
22.033667301861804,57.23116026618075,66.63536679182447,2025-01-03 18:10:22.642210
21.337267724371,51.62650653313623,75.94974733748944,2025-01-03 18:10:27.642210
24.700824866149695,47.6420729582542,75.26696921921145,2025-01-03 18:10:32.642210
24.97081368453969,46.03508916992342,80.14957838391285,2025-01-03 18:10:37.642210
24.292398669980404,50.61313659911324,81.95479686122682,2025-01-03 18:10:42.642210
21.816636699232625,44.590016244498145,74.01301507613302,2025-01-03 18:10:47.642210
23.747584158240226,46.45349696336383,78.97379046796571,2025-01-03 18:10:52.642210
23.815319978202982,49.42973482833096,83.82542391650917,2025-01-03 18:10:57.642210
23.339597109693273,42.10726806630798,77.4253300934865,2025-01-03 18:11:02.642210
22.0450537258129,55.09771392941664,89.74113783513523,2025-01-03 18:11:07.642210
23.160162724986066,53.94999362274971,72.34894706507808,2025-01-03 18:11:12.642210
23.68412791898963,48.76547854780078,81.37852517931937,2025-01-03 18:11:17.642210
21.9969789497889,47.30924140416768,85.37704521553603,2025-01-03 18:11:22.642210
24.09986814968375,54.034140490718066,84.62385072379858,2025-01-03 18:11:27.642210
22.19612824832225,59.712322606005735,88.09439544531779,2025-01-03 18:11:32.642210
23.881680149029524,52.18733039708487,81.58161395256153,2025-01-03 18:11:37.642210
21.358571037895477,51.2508312260904,78.39929119466571,2025-01-03 18:11:42.642210
24.244648493545657,49.65301956089698,78.75356611248532,2025-01-03 18:11:47.642210
18.012756040015518,40.24866835288386,82.06664842587203,2025-01-03 18:11:52.642210
21.39382563875501,56.22251669782236,82.4621983930034,2025-01-03 18:11:57.642210
26.18808330308545,44.442277894977764,77.03448588916255,2025-01-03 18:12:02.642210
25.42708099517915,55.650410765376456,88.6300520364323,2025-01-03 18:12:07.642210
23.415817556061086,50.134435136716995,81.16289159551711,2025-01-03 18:12:12.642210
28.04161501047546,51.67657718179034,80.74424537072305,2025-01-03 18:12:17.642210
22.65265941731697,53.97795657426137,85.87361348619737,2025-01-03 18:12:22.642210
22.352865239894452,50.87366538260463,84.74030744683307,2025-01-03 18:12:27.642210
22.36957430749032,41.47222512447035,75.4884404004737,2025-01-03 18:12:32.642210
20.551266564545493,43.514137519368035,79.56704012810378,2025-01-03 18:12:37.642210
24.012451682174948,48.85831528949983,79.08905589118585,2025-01-03 18:12:42.642210
22.037120775765587,50.98384610128946,68.74119947461944,2025-01-03 18:12:47.642210
20.866348637685167,64.74872292003704,85.19164428506488,2025-01-03 18:12:52.642210
23.249431167552032,52.73801594798701,74.76273221279462,2025-01-03 18:12:57.642210
